,Unnamed: 0,Earmark Description,Location,Amount,Administering State Agency,State Agency Contact,Account Number,Earmark Language,Agency,Categories,Health,Housing,Food,Arts,Construction,Economic,Education,Environment,Essential Services,Equality,Events,Historical,Human Services,Mental Health,Occupational,Recreation,Rehabilitation,Religious,Transport,Technology,Youth Programs,Accessibility,Maintenance,Research,amdt_match
239,239,Easthampton Library Improvements,Easthampton,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,70021530,"provided further, that not less than $50,000 shall be expended for the Emily Williston Memorial Library and Museum in the city of Easthampton",MMP,"Arts, Education, Maintenance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Easthampton Library Improvements
240,240,Easthampton Outdoor Spaces,Easthampton,10000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $10,000 shall be expended to the parks and recreation department in the city of Easthampton for the expansion of pandemic friendly and safe outdoor spaces",DCR,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Easthampton Outdoor Spaces
241,241,Easton Housing Authority,Easton,22000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $22,000 shall be expended to the Easton housing authority to make facilities upgrades to the heating, ventilation and air conditioning and electrical systems",DHC,"Housing, Maintenance, Technology",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Easton Housing Authority
242,242,Easton PFAS Water Treatment,Easton,2000000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,15992032,"provided further, that not less than $2,000,000 shall be expended for PFAS treatment plants in the town of Easton",DEP,"Environment, Research",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Easton PFAS Water Treatment
243,243,Easton School Tutoring Services,Easton,100000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further that $100,000 be expended to the town of Easton for additional tutoring services for students of the Easton public schools",DES,Education,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Easton School Tutoring Services
244,244,Economic Development at Norfolk County MBTA Transit Stations,Boston,50000000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992043,"provided further, that not less than $50,000,000 shall be transferred to the MBTA for economic development improvements to transit stations in Norfolk county",ANF,"Transport, Economic, Maintenance",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Economic Development at Norfolk County MBTA Transit Stations
245,245,Edward Kennedy Institute,Boston,5000000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $5,000,000 shall be expended for debt service obligations incurred by the Edward M. Kennedy Institute for the United States Senate, Inc. so that said Institute may continue offering civic education programming to the public",MMP,"Education, Historical",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Edward Kennedy Institute
246,246,Elder Fraud Services,Worcester,25000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $25,000 shall be expended to the Central Massachusetts Agency on Aging, Inc. for elder fraud services",EHS,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Elder Fraud Services
247,247,Electric School Buses for Lexington,Lexington,350000,DOT - Massachusetts Department Of Transportation,jon.lenicheck@dot.state.ma.us,70100013,"provided that not less than $350,000 shall be expended for Lexington public schools for electric school buses and charging infrastructure",DOT,"Transport, Education, Technology",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,Electric School Buses for Lexington
248,248,Eliot Family Resource Center in Everett,Everett,50000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $50,000 shall be expended to the Eliot Family Resource Center in the city of Everett",EHS,Human Services,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Eliot Family Resource Center in Everett
249,249,"Elizabeth ""Mum Bett"" Freeman Monument",Sheffield,75000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $75,000 shall be expended for the construction of a monument dedicated to Elizabeth “Mum Bett” Freeman in Sheffield",MMP,Construction,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Elizabeth ""Mum Bett"" Freeman Monument"
250,250,Emergency PFAS Mitigation for the Manley St Well,West Bridgewater,100000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,15992032,"provided further, that not less than $100,000 shall be expended for implementation of immediate, emergency perfluoroalkyl and polyfluoroalkyl substances mitigation measures required at the Manley street well by the West Bridgewater board of water commissioners",DEP,"Arts, Recreation, Rehabilitation, Environment, Health",True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,Emergency PFAS Mitigation for the Manley St Well
251,251,Emergency Service Equipment in Groveland,Groveland,21000,EPS - Executive Office Of Public Safety & Homeland Security,Brian.Merrick@mass.gov,15992058,"provided further, that $21,000 shall be expended for hands free CPR Devices for emergency service personnel for the town of Groveland",EPS,Health,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Emergency Service Equipment in Groveland
252,252,Energy Efficient Lighting Upgrades Keaney Park,Lynn,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $100,000 shall be expended for energy efficient lighting upgrades at Keaney park in the city of Lynn",DCR,"Recreation, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Energy Efficient Lighting Upgrades Keaney Park
253,253,Engineering Analysis for Rehabilitation of Little River Levee,Westfield,50000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,15992032,"provided further, that not less than $50,000 shall be expended to the city of Westfield for an engineering analysis for the complete rehabilitation of the Little river levee",DEP,"Research, Environmental",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Engineering Analysis for Rehabilitation of Little River Levee
254,254,Engineering and Planning Study for Sidewalk Expansion,Barnstable,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $100,000 shall be expended to the town of Barnstable for an engineering and planning study of extending and repairing sidewalks along Route 6A in the area east of Barnstable-West Barnstable elementary school, and then running east therefrom",DCR,"Recreation, Research, Maintenance, Transport, Education",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,Engineering and Planning Study for Sidewalk Expansion
255,255,Enrichment Center in Dorchester,Boston,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $100,000 shall be expended for Enrichment center in Dorchester",HED,Economic,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Enrichment Center in Dorchester
256,256,Entrepreneurship for All - Cape Cod,Barnstable,50000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for program support to Entrepreneurship for All - Cape Cod to support new businesses",SEA,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Entrepreneurship for All - Cape Cod
257,257,Equipment Upgrades for Public Library Online Services,Malden,100000,DOR - Department Of Revenue,krzywickil@dor.state.ma.us,15992032,"provided further, that not less than $100,000 shall be expended to the city of Malden for equipment upgrades for the advancement of online services of the Malden public library",DOR,"Education, Maintenance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Equipment Upgrades for Public Library Online Services
258,258,Essex County Community Foundation/Hispanic Culture Promotion,Essex County,60000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70021530,"provided further, that not less than $60,000 shall be expended for Essex County Community Foundation Incorporated to distribute grants, and for the costs associated with grant distribution, to Ateneo Dominicana Cultural Del Merrimack Valley, Semana Hispana de Lawrence and Instituto Cultural de Puerto Rico, Inc. to recoup lost revenue as a result of the COVID-19 and for efforts to maintain and promote Hispanic culture in the Merrimack Valley",HED,"Equality, Health",True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Essex County Community Foundation/Hispanic Culture Promotion
259,259,Essex County Habitat for Humanity,Essex County,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended for the Essex County Habitat for Humanity to provide affordable housing options to residents of the county of Essex",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Essex County Habitat for Humanity
260,260,E-Team Machinist Training Program,Lynn,150000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $150,000 shall be expended for the E-Team Machinist Training program in the city of Lynn",HED,"Occupational, Transport",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,E-Team Machinist Training Program
261,261,Everett First Time Home Buyers Program,Everett,400000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $400,000 shall be expended for a financial assistance program to benefit the city of Everett residents who are first time home buyers",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Everett First Time Home Buyers Program
262,262,Everett Grace Food Pantry,Everett,50000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $50,000 shall be expended to the Everett Grace Food Pantry in the city of Everett",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Everett Grace Food Pantry
263,263,Everett Haitian Community Center,Everett,50000,EHS - Executive Office Of Health And Human Services,Thomas.Statuto@mass.gov,40000013,"provided further, that not less than $50,000 shall be expended to the Everett Haitian Community Center in the city of Everett",EHS,"Human Services, Equality",False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Everett Haitian Community Center
264,264,Everett High School Band,Everett,50000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $50,000 shall be expended for the music program for the Everett High School band in the city of Everett",DES,Education,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Everett High School Band
265,265,Everett LGBTQ+ Youth Space and Resource Center,Everett,25000,DCF - Department Of Children And Families,emily.hajjar@mass.gov,70100013,"provided further, that not less than $25,000 shall be expended to the Everett LGBTQ+ Youth Space and Resource Center in the city of Everett",DCF,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Everett LGBTQ+ Youth Space and Resource Center
266,266,Everett Substance Abuse Prevention Counselors,Everett,300000,DPH - Department Of Public Health,robert.w.oliver2@mass.gov,45130101,"provided further, that not less than $300,000 shall be expended to the City of Everett to hire additional substance abuse counselors to work with the Everett Police Department and the Everett Department of Public Health to provide support and assistance to unhoused members of the community",DPH,"Transport, Essential Services, Occupational, Rehabilitation, Health",True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,Everett Substance Abuse Prevention Counselors
267,267,Expanded Refrigeration for the Mystic Community Market,Medford,55000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $55,000 shall be expended to the Mystic Valley YMCA for expanded refrigeration for the Mystic community market in the city of Medford",MDA,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Expanded Refrigeration for the Mystic Community Market
268,268,Expanding Youth Employment Opportunities in Boston,Boston,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided, that not less than $100,000 shall be expended for the employment of youth residents of Boston Housing Authority developments in local small businesses and non-profits",HED,"Housing, Youth Programs, Economic, Transport",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,Expanding Youth Employment Opportunities in Boston
269,269,Extension of Southern New England Trunkline Trail,Franklin,700000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $700,000 shall be expended for the extension of the Southern New England Trunkline trail to downtown Franklin",DCR,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Extension of Southern New England Trunkline Trail
270,270,Facility at Chicopee Comprehensive High School,Chicopee,75000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100015,"provided further, that not less than $75,000 shall be expended for Chicopee comprehensive high school to construct a new maintenance facility to allow for the expansion of heating, ventilation and air conditioning and plumbing career and technical education programming",DES,"Education, Technology, Maintenance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Facility at Chicopee Comprehensive High School
271,271,Facility Upgrades for Clarksburg State Park,North Adams,50000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $50,000 shall be expended for the purposes of facility upgrades to Clarksburg state park",DCR,"Recreation, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Facility Upgrades for Clarksburg State Park
272,272,Facility Upgrades for Natural Bridge State Park,North Adams,35000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $35,000 shall be expended for the purposes of facility upgrades to Natural Bridge state park",DCR,"Recreation, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Facility Upgrades for Natural Bridge State Park
273,273,Facility Upgrades for Savoy Mountain State Forest,North Adams,35000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $35,000 shall be expended for the purposes of facility upgrades to the Savoy Mountain state forest",DCR,Maintenance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Facility Upgrades for Savoy Mountain State Forest
274,274,Fairwinds-Nantucket Counseling Center,Nantucket,60000,DMH - Department Of Mental Health,stephen.cidlevich@mass.gov,50110101,"provided further, that not less than $60,000 shall be expended for Fairwinds-Nantucket’s Counseling Center, Inc. for expansion of mental health services to underserved residents",DMH,Health,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fairwinds-Nantucket Counseling Center
275,275,Fall River Arts & Culture Coalition,Fall River,75000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $75,000 shall be expended for the Fall River Arts & Culture Coalition to provide programming for arts and culture projects committed to equity, accessibility and collaboration in Fall River",MMP,"Arts, Research, Equality",False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Fall River Arts & Culture Coalition
276,276,Falmouth Water Main Replacement,Falmouth,250000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,20000015,"provided further, that not less than $250,000 shall be made available for the town of Falmouth for water main replacements",DEP,"Environment, Maintenance",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Falmouth Water Main Replacement
277,277,Farmers Market at Forest Park,Springfield,75000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $75,000 shall be expended to Mass Farmers Markets to support the Springfield Forest Park Farmers Market in the city of Springfield",MDA,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Farmers Market at Forest Park
278,278,"Fenway Civic Association, Inc. for Fenway Cares Mutual Aid Initiative",Boston,50000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $50,000 shall be expended to Fenway Civic Association, Inc. for the purpose of funding the Fenway cares mutual aid initiative, including administrative costs, to distribute fresh food and personal protective equipment to food-insecure Fenway-area residents of the city of Boston",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Fenway Civic Association, Inc. for Fenway Cares Mutual Aid Initiative"
279,279,First Night in City of Boston,Boston,250000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $250,000 shall be expended for First Night in the City of Boston",MMP,Events,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,First Night in City of Boston
280,280,Fitchburg Homelessness Intervention Coordinator,Fitchburg,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that that not less than $100,000 shall be expended to the city of Fitchburg for the establishment of a homelessness intervention coordinator to assist in providing long-term housing placements for individuals in need",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fitchburg Homelessness Intervention Coordinator
281,281,Fitchburg Theater Block,Fitchburg,3000000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70021530,"provided further, that not less than $3,000,000 shall be made available to Fitchburg State University for the purpose of renovating the historic theater block",HED,"Arts, Historical",False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Fitchburg Theater Block
282,282,Fitchburg Youth Innovation Center,Fitchburg,100000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,70100013,"provided further, that not less than $100,000 shall be expended for Making Opportunity Count (MOC) for the completion of the Youth Innovation Center, which will allow students access to a creative space and critical resources in a disproportionately affected neighborhood",HED,"Youth Programs, Equality",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Fitchburg Youth Innovation Center
283,283,Flooding Alleviation Study for Strawberry Brook in Lynn,Lynn,100000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,15992031,"provided further, that not less than $100,000 shall be expended for a study to alleviate flooding from collapsed underground culverts along Strawberry brook in the city of Lynn",DCR,"Environment, Research",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Flooding Alleviation Study for Strawberry Brook in Lynn
284,284,Food Bank Establishment,Shrewsbury,75000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $75,000 shall be expended for the town of Shrewsbury to establish a food bank and related programs to be operated by the town in partnership with private non-profit organizations currently operating on a limited basis",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Food Bank Establishment
285,285,Food For Free in Cambridge,Cambridge,50000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $50,000 shall be expended to Food For Free Committee, Incorporated in the city of Cambridge",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Food For Free in Cambridge
286,286,Food Insecurity Restaurant Meals Program,North Andover,50000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $50,000 shall be expended to fund a food insecurity restaurant meals program in the town of North Andover in partnership with the MVYMCA and Groundwork Lawrence, Inc.",MDA,"Food, Youth Programs, Occupational",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,Food Insecurity Restaurant Meals Program
287,287,Forbes House Museum,Milton,30000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $30,000 shall be expended for the Forbes House Museum in Milton",MMP,Arts,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Forbes House Museum
288,288,Forbush Mill Road Culvert Replacement,Bolton,400000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,15992032,"provided further, that not less than $400,000 shall be expended for the town of Bolton for the complete replacement of the culvert on Forbush Mill road",DEP,"Transport, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,Forbush Mill Road Culvert Replacement
289,289,Fowl Meadow Enviornmental Protection in Readville,Boston,150000,DOT - Massachusetts Department Of Transportation,jon.lenicheck@dot.state.ma.us,15992032,"provided further, that not less than $150,000 shall be expended to the city of Boston for enhancements to Meadow road in the Readville neighborhood of Boston to preserve and protect the Fowl meadow, an Area of Critical Environmental Concern",DOT,"Environment, Transport",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Fowl Meadow Enviornmental Protection in Readville
290,290,Foxborough Affordable Housing Infrastructure,Foxborough,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended for signal and sewer infrastructure to support up to 250 affordable housing units through the Foxborough Housing Authority in the town of Foxborough",DHC,"Housing, Environment",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Foxborough Affordable Housing Infrastructure
291,291,Framingham Public Schools Welcome Center Health Clinic,Framingham,250000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100013,"provided further, that not less than $250,000 shall be expended for the construction of a health clinic at the Framingham public schools welcome center",DES,"Construction, Education, Health",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Framingham Public Schools Welcome Center Health Clinic
292,292,Framingham State University Water and Sewer Infrastructure,Framingham,500000,DEP - Department Of Environmental Protection,steven.mccurdy@mass.gov,15992058,"provided further, that not less than $500,000 shall be expended to Framingham State University for water and sewer infrastructure improvements at the Warren Conference Center",DEP,"Environment, Maintenance, Historical",False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Framingham State University Water and Sewer Infrastructure
293,293,Franklin County and North Quabbin Affordable Housing,Franklin,370000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $370,000 shall be expended for Rural Development Inc. for operating costs and expenses incurred from the development of affordable housing in Franklin county and the North Quabbin region",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Franklin County and North Quabbin Affordable Housing
294,294,Franklin County and North Quabbin Public Housing Repairs and Improvements,Franklin,221500,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $221,500 shall be expended for Franklin County Regional Housing and Redevelopment Authority for maintenance, repairs, renovations and improvements to properties in Franklin county and the North Quabbin region",DHC,"Housing, Maintenance",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Franklin County and North Quabbin Public Housing Repairs and Improvements
295,295,Franklin County Outdoor Recreation,Charlemont,500000,DCR - Department Of Conservation And Recreation,max.j.tassinari@mass.gov,28000111,"provided further, that not less than $500,000 shall be provided to Charlemont parks and recreation commission in the town of Charlemont to enhance the outdoor recreation economy in the county of Franklin",DCR,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Franklin County Outdoor Recreation
296,296,Frederick Douglass House,New Bedford,50000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $50,000 shall be expended for the Frederick Douglass House in New Bedford",MMP,Historical,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Frederick Douglass House
297,297,Freetown Food Pantry Expansion,Freetown,50000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"provided further, that not less than $50,000 shall be expended for the Freetown Food Pantry for expansion costs including engineering, materials and labor",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Freetown Food Pantry Expansion
298,298,"Friendly Food Pantry of Randolph, Inc.",Randolph,5000,MDAR - Department Of Agricultural Resources,cullen.roberts2@mass.gov,15992050,"(e) Friendly Food Pantry of Randolph, Inc.",MDA,Food,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Friendly Food Pantry of Randolph, Inc."
299,299,Friendly House Inc. Transitional Housing Services,Worcester,100000,DHCD - Dept Of Housing And Community Development,alain.fabo@mass.gov,70049318,"provided further, that not less than $100,000 shall be expended for Friendly House, Inc. for transitional housing services in Worcester county",DHC,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Friendly House Inc. Transitional Housing Services
300,300,Friends of Reggie Wong Park Inc,Boston,200000,HED - Executive Office Of Economic Development,rory.c.ohanlon@mass.gov,15992043,"provided further, that not less than $200,000 shall be expended for the Friends of Reggie Wong Park Inc., for improvements to Reggie Wong Park in Boston",HED,"Recreation, Maintenance",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Friends of Reggie Wong Park Inc
301,301,Friends of the Public Garden in Boston,Boston,75000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $75,000 shall be expended for the Friends of the Public Garden, Inc. for hosting the unveiling of the restored Shaw Memorial in the Boston Common in the city of Boston",MMP,Recreation,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Friends of the Public Garden in Boston
302,302,"Friendship Home, Inc.",Norwell,25000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $25,000 shall be expended to Friendship Home, Inc. in the town of Norwell",ANF,Housing,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Friendship Home, Inc."
303,303,Funding for the Burlington Area Chamber of Commerce,Burlington,150000,SEA - Department Of Business And Technology,nhat.le@mass.gov,15992043,"provided further, that not less than $150,000 shall be expended to the Burlington Area Chamber of Commerce, Inc. to support programming and membership for local businesses",SEA,"Economic, Transport",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Funding for the Burlington Area Chamber of Commerce
304,304,George R. Bean American Legion Post,Weymouth,25000,ANF - Executive Office For Administration And Finance,daniel.shark@mass.gov,15992058,"provided further, that not less than $25,000 shall be expended to the George R. Bean American Legion Post in the city known as the town of Weymouth",ANF,Equality,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,George R. Bean American Legion Post
305,305,Gill Elementary School,Gill,75000,DESE - Department Of Elementary & Secondary Education,jjou@mass.gov,70100015,"provided further, that not less than $75,000 shall be expended for the town of Gill for improvements to the Gill elementary school",DES,"Education, Maintenance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Gill Elementary School
306,306,Girls Inc. of Taunton,Taunton,5000,EEC - Department Of Early Education & Care,sean.reynolds@mass.gov,70100013,"provided further, than not less than $5,000 shall be expended for Girls Inc. of Taunton",EEC,Youth Programs,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Girls Inc. of Taunton
307,307,Gloucester 400th Anniversary,Gloucester,175000,MMP - Massachusetts Marketing Partnership,Phyllis.cahaly@mass.gov,15992043,"provided further, that not less than $175,000 shall be expended for Gloucester Celebration Corporation for the planning and celebration of the 400th anniversary of the settlement of Gloucester",MMP,"Events, Research",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,Gloucester 400th Anniversary
